Command line
python train.py --data_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train.csv --dataset_type classification --num_workers 2 --save_dir ../pipeline/marketdrug/normal_active_intrial_allainvivo_nopretrain_firsttrain_05-10 --epochs 50 --features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_train_rdkit_2d_normalized.npy --separate_test_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test.csv --separate_test_features_path ../datasets/marketdrug/intrial_allainvivo_KNIME_rmnu_11-24_test_rdkit_2d_normalized.npy --no_features_scaling --metric auc --init_lr 1e-3 --max_lr 1e-3 --final_lr 1e-3 --s ../pipeline/marketdrug/test_active_intrial_allainvivo_11-24_nopretrain_firsttrain_05-10_s --mode active --depth 2 --hidden_size 300 --ffn_num_layer 2 --batch_size 500 --smiles_column smiles --target_columns label --fold 0 --round 0
iteration 0
Class sizes
label 0: 65.62%, 1: 34.38%
Building model 0
DMPNN(
  (sigmoid): Sigmoid()
  (encoder): MPNEncoder(
    (dropout_layer): Dropout(p=0.0, inplace=False)
    (act_func): ReLU()
    (W_i): Linear(in_features=147, out_features=300, bias=False)
    (W_h): Linear(in_features=300, out_features=300, bias=False)
    (W_o): Linear(in_features=433, out_features=300, bias=True)
  )
  (ffn): Sequential(
    (0): Dropout(p=0.0, inplace=False)
    (1): Linear(in_features=500, out_features=300, bias=True)
    (2): ReLU()
    (3): Dropout(p=0.0, inplace=False)
    (4): Linear(in_features=300, out_features=1, bias=True)
  )
)
Number of parameters = 414,901
Moving model to cuda
Epoch 0
Loss = 7.1740e-01, PNorm = 35.1219, GNorm = 1.2712, lr_0 = 1.0000e-03
Loss = 1.9386e-01, PNorm = 59.0135, GNorm = 0.9267, lr_0 = 1.0000e-03
Loss = 2.1113e-01, PNorm = 57.3761, GNorm = 0.6400, lr_0 = 1.0000e-03
Loss = 1.7127e-01, PNorm = 59.0249, GNorm = 0.6888, lr_0 = 1.0000e-03
Loss = 1.7770e-01, PNorm = 57.3879, GNorm = 0.3616, lr_0 = 1.0000e-03
Loss = 1.9047e-01, PNorm = 59.0366, GNorm = 0.7561, lr_0 = 1.0000e-03
Loss = 1.9878e-01, PNorm = 57.4005, GNorm = 0.7040, lr_0 = 1.0000e-03
Loss = 1.9256e-01, PNorm = 59.0478, GNorm = 0.7795, lr_0 = 1.0000e-03
Loss = 1.9327e-01, PNorm = 57.4130, GNorm = 0.4672, lr_0 = 1.0000e-03
Loss = 1.9643e-01, PNorm = 59.0581, GNorm = 0.3937, lr_0 = 1.0000e-03
Loss = 1.8768e-01, PNorm = 57.4246, GNorm = 0.6445, lr_0 = 1.0000e-03
Loss = 1.5230e-01, PNorm = 59.0683, GNorm = 0.4392, lr_0 = 1.0000e-03
Loss = 1.8723e-01, PNorm = 57.4364, GNorm = 0.3174, lr_0 = 1.0000e-03
Loss = 2.0459e-01, PNorm = 59.0782, GNorm = 0.4312, lr_0 = 1.0000e-03
Loss = 1.7246e-01, PNorm = 57.4480, GNorm = 0.4489, lr_0 = 1.0000e-03
Loss = 1.7721e-01, PNorm = 59.0891, GNorm = 0.5133, lr_0 = 1.0000e-03
Loss = 1.6373e-01, PNorm = 57.4599, GNorm = 0.5210, lr_0 = 1.0000e-03
Loss = 1.8801e-01, PNorm = 59.1000, GNorm = 0.5188, lr_0 = 1.0000e-03
Loss = 2.2204e-01, PNorm = 57.4721, GNorm = 0.6214, lr_0 = 1.0000e-03
Loss = 1.6601e-01, PNorm = 59.1109, GNorm = 0.6166, lr_0 = 1.0000e-03
Loss = 1.7552e-01, PNorm = 57.4843, GNorm = 0.3864, lr_0 = 1.0000e-03
Loss = 1.7750e-01, PNorm = 59.1218, GNorm = 0.3099, lr_0 = 1.0000e-03
Loss = 2.0219e-01, PNorm = 57.4962, GNorm = 0.8017, lr_0 = 1.0000e-03
Loss = 1.9445e-01, PNorm = 59.1322, GNorm = 0.5827, lr_0 = 1.0000e-03
Loss = 2.0365e-01, PNorm = 57.5078, GNorm = 0.9261, lr_0 = 1.0000e-03
Loss = 2.1214e-01, PNorm = 59.1424, GNorm = 0.5915, lr_0 = 1.0000e-03
Loss = 2.1476e-01, PNorm = 57.5200, GNorm = 1.1956, lr_0 = 1.0000e-03
Loss = 1.9430e-01, PNorm = 59.1527, GNorm = 0.3430, lr_0 = 1.0000e-03
Loss = 1.8214e-01, PNorm = 57.5322, GNorm = 0.6727, lr_0 = 1.0000e-03
Loss = 1.6288e-01, PNorm = 59.1632, GNorm = 0.3187, lr_0 = 1.0000e-03
Loss = 1.9365e-01, PNorm = 57.5440, GNorm = 0.4232, lr_0 = 1.0000e-03
Loss = 1.5467e-01, PNorm = 59.1735, GNorm = 0.4035, lr_0 = 1.0000e-03
Loss = 2.1201e-01, PNorm = 57.5559, GNorm = 1.3240, lr_0 = 1.0000e-03
Loss = 1.8848e-01, PNorm = 59.1840, GNorm = 0.4562, lr_0 = 1.0000e-03
Loss = 1.9852e-01, PNorm = 57.5677, GNorm = 0.4897, lr_0 = 1.0000e-03
Loss = 2.0424e-01, PNorm = 59.1943, GNorm = 0.4505, lr_0 = 1.0000e-03
Loss = 2.2652e-01, PNorm = 57.5802, GNorm = 1.0501, lr_0 = 1.0000e-03
Loss = 1.5549e-01, PNorm = 59.2040, GNorm = 0.5321, lr_0 = 1.0000e-03
Loss = 1.7767e-01, PNorm = 57.5927, GNorm = 0.4630, lr_0 = 1.0000e-03
Loss = 2.2429e-01, PNorm = 59.2143, GNorm = 0.5115, lr_0 = 1.0000e-03
Loss = 1.9212e-01, PNorm = 57.6058, GNorm = 0.3679, lr_0 = 1.0000e-03
Loss = 2.0793e-01, PNorm = 59.2252, GNorm = 0.9392, lr_0 = 1.0000e-03
Loss = 1.9705e-01, PNorm = 57.6183, GNorm = 0.7901, lr_0 = 1.0000e-03
Loss = 2.0810e-01, PNorm = 59.2366, GNorm = 0.4737, lr_0 = 1.0000e-03
Loss = 2.0093e-01, PNorm = 59.2473, GNorm = 0.7068, lr_0 = 1.0000e-03
Loss = 2.0190e-01, PNorm = 57.6312, GNorm = 0.7329, lr_0 = 1.0000e-03
Loss = 1.9480e-01, PNorm = 57.6443, GNorm = 0.6517, lr_0 = 1.0000e-03
Loss = 1.7138e-01, PNorm = 57.6570, GNorm = 0.6033, lr_0 = 1.0000e-03
Loss = 2.2392e-01, PNorm = 57.6690, GNorm = 0.8341, lr_0 = 1.0000e-03
Loss = 2.3580e-01, PNorm = 57.6814, GNorm = 0.7445, lr_0 = 1.0000e-03
Loss = 2.0245e-01, PNorm = 57.6943, GNorm = 0.5954, lr_0 = 1.0000e-03
Loss = 2.0154e-01, PNorm = 57.7069, GNorm = 0.5219, lr_0 = 1.0000e-03
Loss = 1.9800e-01, PNorm = 57.7191, GNorm = 0.9167, lr_0 = 1.0000e-03
Loss = 1.9233e-01, PNorm = 57.7316, GNorm = 0.7310, lr_0 = 1.0000e-03
Loss = 1.9179e-01, PNorm = 57.7449, GNorm = 0.9035, lr_0 = 1.0000e-03
Loss = 1.7398e-01, PNorm = 57.7587, GNorm = 0.3718, lr_0 = 1.0000e-03
Loss = 2.3193e-01, PNorm = 57.7716, GNorm = 0.8294, lr_0 = 1.0000e-03
Loss = 1.9281e-01, PNorm = 57.7840, GNorm = 0.4824, lr_0 = 1.0000e-03
Loss = 2.0834e-01, PNorm = 57.7959, GNorm = 0.5858, lr_0 = 1.0000e-03
Loss = 2.2664e-01, PNorm = 57.8085, GNorm = 1.0703, lr_0 = 1.0000e-03
Loss = 1.9091e-01, PNorm = 57.8212, GNorm = 0.6634, lr_0 = 1.0000e-03
Loss = 2.4278e-01, PNorm = 57.8328, GNorm = 0.8961, lr_0 = 1.0000e-03
Loss = 2.1966e-01, PNorm = 57.8442, GNorm = 1.2980, lr_0 = 1.0000e-03
Validation auc = 0.906351
round 0 best train auc = 0.985391 on epoch 40
round 0 best validation auc = 0.906351 on epoch 40
Epoch 41
Loss = 1.8464e-01, PNorm = 59.2580, GNorm = 0.4488, lr_0 = 1.0000e-03
Loss = 1.6293e-01, PNorm = 59.2683, GNorm = 0.4787, lr_0 = 1.0000e-03
Loss = 1.5837e-01, PNorm = 59.2785, GNorm = 0.3903, lr_0 = 1.0000e-03
Loss = 1.8504e-01, PNorm = 59.2887, GNorm = 0.5560, lr_0 = 1.0000e-03
Loss = 1.6451e-01, PNorm = 59.2985, GNorm = 0.5267, lr_0 = 1.0000e-03
Loss = 1.8180e-01, PNorm = 59.3090, GNorm = 0.4996, lr_0 = 1.0000e-03
Loss = 1.6824e-01, PNorm = 59.3203, GNorm = 0.8836, lr_0 = 1.0000e-03
Loss = 1.8666e-01, PNorm = 59.3321, GNorm = 0.5862, lr_0 = 1.0000e-03
Loss = 1.8355e-01, PNorm = 59.3438, GNorm = 1.0097, lr_0 = 1.0000e-03
Loss = 1.8154e-01, PNorm = 59.3553, GNorm = 0.7981, lr_0 = 1.0000e-03
Loss = 1.7476e-01, PNorm = 59.3666, GNorm = 0.7486, lr_0 = 1.0000e-03
Loss = 1.6138e-01, PNorm = 59.3781, GNorm = 0.5760, lr_0 = 1.0000e-03
Loss = 1.7116e-01, PNorm = 59.3893, GNorm = 0.5475, lr_0 = 1.0000e-03
Loss = 1.8219e-01, PNorm = 59.4000, GNorm = 0.3865, lr_0 = 1.0000e-03
Loss = 1.4920e-01, PNorm = 59.4102, GNorm = 0.3067, lr_0 = 1.0000e-03
Loss = 1.7688e-01, PNorm = 59.4207, GNorm = 0.6985, lr_0 = 1.0000e-03
Validation auc = 0.899237
round 0 best train auc = 0.975708 on epoch 32
round 0 best validation auc = 0.901151 on epoch 32
Epoch 36
Loss = 1.7147e-01, PNorm = 59.4310, GNorm = 0.3975, lr_0 = 1.0000e-03
Loss = 2.1412e-01, PNorm = 57.8563, GNorm = 0.7679, lr_0 = 1.0000e-03
Loss = 1.7605e-01, PNorm = 59.4410, GNorm = 1.0079, lr_0 = 1.0000e-03
Loss = 2.1322e-01, PNorm = 57.8700, GNorm = 1.1683, lr_0 = 1.0000e-03
Loss = 1.7128e-01, PNorm = 59.4511, GNorm = 0.6024, lr_0 = 1.0000e-03
Loss = 1.9013e-01, PNorm = 57.8840, GNorm = 0.5286, lr_0 = 1.0000e-03
Loss = 1.6320e-01, PNorm = 59.4615, GNorm = 0.4720, lr_0 = 1.0000e-03
Loss = 1.9845e-01, PNorm = 57.8975, GNorm = 0.6723, lr_0 = 1.0000e-03
Loss = 1.8415e-01, PNorm = 59.4717, GNorm = 0.4540, lr_0 = 1.0000e-03
Loss = 2.1610e-01, PNorm = 57.9103, GNorm = 0.9655, lr_0 = 1.0000e-03
Loss = 1.8596e-01, PNorm = 59.4820, GNorm = 0.6535, lr_0 = 1.0000e-03
Loss = 1.7041e-01, PNorm = 57.9233, GNorm = 0.3497, lr_0 = 1.0000e-03
Loss = 1.5993e-01, PNorm = 59.4921, GNorm = 0.3514, lr_0 = 1.0000e-03
Loss = 2.2346e-01, PNorm = 57.9368, GNorm = 0.8859, lr_0 = 1.0000e-03
Loss = 1.9421e-01, PNorm = 59.5026, GNorm = 0.5422, lr_0 = 1.0000e-03
Loss = 2.1485e-01, PNorm = 57.9498, GNorm = 0.8219, lr_0 = 1.0000e-03
Loss = 2.0719e-01, PNorm = 59.5137, GNorm = 0.5478, lr_0 = 1.0000e-03
Loss = 1.8436e-01, PNorm = 57.9627, GNorm = 0.6728, lr_0 = 1.0000e-03
Loss = 1.9460e-01, PNorm = 59.5248, GNorm = 0.9699, lr_0 = 1.0000e-03
Loss = 2.1615e-01, PNorm = 57.9744, GNorm = 1.0157, lr_0 = 1.0000e-03
Loss = 1.6437e-01, PNorm = 59.5358, GNorm = 0.6222, lr_0 = 1.0000e-03
Loss = 1.6692e-01, PNorm = 57.9861, GNorm = 0.4322, lr_0 = 1.0000e-03
Loss = 1.9554e-01, PNorm = 59.5463, GNorm = 0.5734, lr_0 = 1.0000e-03
Loss = 2.1956e-01, PNorm = 57.9986, GNorm = 1.0536, lr_0 = 1.0000e-03
Loss = 1.5614e-01, PNorm = 59.5567, GNorm = 0.4036, lr_0 = 1.0000e-03
Loss = 1.9239e-01, PNorm = 58.0120, GNorm = 0.7716, lr_0 = 1.0000e-03
Loss = 1.6340e-01, PNorm = 59.5668, GNorm = 0.4215, lr_0 = 1.0000e-03
Loss = 1.8592e-01, PNorm = 58.0251, GNorm = 0.5367, lr_0 = 1.0000e-03
Loss = 1.9448e-01, PNorm = 59.5763, GNorm = 0.6548, lr_0 = 1.0000e-03
Loss = 2.1392e-01, PNorm = 58.0371, GNorm = 1.3348, lr_0 = 1.0000e-03
Loss = 1.5056e-01, PNorm = 59.5862, GNorm = 0.5642, lr_0 = 1.0000e-03
Loss = 2.0303e-01, PNorm = 58.0492, GNorm = 0.4015, lr_0 = 1.0000e-03
Loss = 1.6617e-01, PNorm = 59.5964, GNorm = 0.5270, lr_0 = 1.0000e-03
Loss = 1.7409e-01, PNorm = 58.0624, GNorm = 0.8053, lr_0 = 1.0000e-03
Loss = 1.9082e-01, PNorm = 59.6074, GNorm = 0.7139, lr_0 = 1.0000e-03
Loss = 1.9983e-01, PNorm = 58.0757, GNorm = 0.6343, lr_0 = 1.0000e-03
Loss = 1.8403e-01, PNorm = 59.6192, GNorm = 0.5096, lr_0 = 1.0000e-03
Loss = 2.1404e-01, PNorm = 58.0884, GNorm = 0.4867, lr_0 = 1.0000e-03
Loss = 1.8925e-01, PNorm = 59.6308, GNorm = 0.4676, lr_0 = 1.0000e-03
Loss = 2.2701e-01, PNorm = 58.0992, GNorm = 1.4884, lr_0 = 1.0000e-03
Loss = 1.5396e-01, PNorm = 59.6430, GNorm = 0.3599, lr_0 = 1.0000e-03
Loss = 2.0966e-01, PNorm = 58.1091, GNorm = 0.7655, lr_0 = 1.0000e-03
Loss = 2.0398e-01, PNorm = 59.6554, GNorm = 0.5074, lr_0 = 1.0000e-03
Loss = 2.4903e-01, PNorm = 58.1212, GNorm = 1.8897, lr_0 = 1.0000e-03
Loss = 1.9069e-01, PNorm = 59.6677, GNorm = 0.4574, lr_0 = 1.0000e-03
Loss = 2.1502e-01, PNorm = 59.6796, GNorm = 0.8432, lr_0 = 1.0000e-03
Loss = 1.8131e-01, PNorm = 58.1332, GNorm = 0.4743, lr_0 = 1.0000e-03
Loss = 1.8894e-01, PNorm = 58.1449, GNorm = 0.4071, lr_0 = 1.0000e-03
Loss = 2.0477e-01, PNorm = 58.1553, GNorm = 1.3889, lr_0 = 1.0000e-03
Loss = 1.9865e-01, PNorm = 58.1650, GNorm = 0.4842, lr_0 = 1.0000e-03
Loss = 2.4702e-01, PNorm = 58.1755, GNorm = 1.1575, lr_0 = 1.0000e-03
Loss = 1.9994e-01, PNorm = 58.1868, GNorm = 1.0971, lr_0 = 1.0000e-03
Loss = 1.9658e-01, PNorm = 58.1971, GNorm = 0.7984, lr_0 = 1.0000e-03
Loss = 1.7595e-01, PNorm = 58.2070, GNorm = 0.6759, lr_0 = 1.0000e-03
Loss = 1.9705e-01, PNorm = 58.2164, GNorm = 0.8573, lr_0 = 1.0000e-03
Loss = 1.8412e-01, PNorm = 58.2277, GNorm = 1.0574, lr_0 = 1.0000e-03
Loss = 1.8105e-01, PNorm = 58.2400, GNorm = 0.6250, lr_0 = 1.0000e-03
Loss = 1.7584e-01, PNorm = 58.2523, GNorm = 0.3326, lr_0 = 1.0000e-03
Loss = 1.7655e-01, PNorm = 58.2648, GNorm = 0.5278, lr_0 = 1.0000e-03
Loss = 2.0470e-01, PNorm = 58.2770, GNorm = 0.7274, lr_0 = 1.0000e-03
Loss = 1.8364e-01, PNorm = 58.2889, GNorm = 0.3728, lr_0 = 1.0000e-03
Loss = 2.0311e-01, PNorm = 58.3016, GNorm = 0.9580, lr_0 = 1.0000e-03
Loss = 1.9995e-01, PNorm = 58.3150, GNorm = 0.7868, lr_0 = 1.0000e-03
Loss = 2.2829e-01, PNorm = 58.3274, GNorm = 0.7695, lr_0 = 1.0000e-03
Validation auc = 0.900574
round 0 best train auc = 0.985391 on epoch 40
round 0 best validation auc = 0.906351 on epoch 40
Epoch 42
Loss = 1.8230e-01, PNorm = 59.6908, GNorm = 0.6522, lr_0 = 1.0000e-03
Loss = 2.0107e-01, PNorm = 59.7012, GNorm = 0.9066, lr_0 = 1.0000e-03
Loss = 1.6902e-01, PNorm = 59.7116, GNorm = 0.7879, lr_0 = 1.0000e-03
Loss = 1.6812e-01, PNorm = 59.7221, GNorm = 0.8420, lr_0 = 1.0000e-03
Loss = 1.6384e-01, PNorm = 59.7331, GNorm = 0.7187, lr_0 = 1.0000e-03
Loss = 2.1904e-01, PNorm = 59.7441, GNorm = 1.2738, lr_0 = 1.0000e-03
Loss = 1.7835e-01, PNorm = 59.7554, GNorm = 1.0248, lr_0 = 1.0000e-03
Loss = 1.9878e-01, PNorm = 59.7670, GNorm = 0.9667, lr_0 = 1.0000e-03
Loss = 1.5819e-01, PNorm = 59.7794, GNorm = 0.7503, lr_0 = 1.0000e-03
Loss = 1.8923e-01, PNorm = 59.7912, GNorm = 0.6508, lr_0 = 1.0000e-03
Loss = 1.6460e-01, PNorm = 59.8028, GNorm = 0.5789, lr_0 = 1.0000e-03
Loss = 1.8121e-01, PNorm = 59.8140, GNorm = 0.6901, lr_0 = 1.0000e-03
Loss = 1.7876e-01, PNorm = 59.8257, GNorm = 0.9268, lr_0 = 1.0000e-03
Loss = 1.8440e-01, PNorm = 59.8373, GNorm = 0.4598, lr_0 = 1.0000e-03
Loss = 1.9521e-01, PNorm = 59.8487, GNorm = 1.4092, lr_0 = 1.0000e-03
Loss = 1.7326e-01, PNorm = 59.8600, GNorm = 0.4923, lr_0 = 1.0000e-03
Loss = 2.1877e-01, PNorm = 59.8703, GNorm = 0.7368, lr_0 = 1.0000e-03
Validation auc = 0.902423
round 0 best train auc = 0.981744 on epoch 36
round 0 best validation auc = 0.902423 on epoch 36
Epoch 37
Loss = 1.8237e-01, PNorm = 59.8805, GNorm = 0.6271, lr_0 = 1.0000e-03
Loss = 2.1184e-01, PNorm = 58.3393, GNorm = 0.4450, lr_0 = 1.0000e-03
Loss = 1.6490e-01, PNorm = 59.8908, GNorm = 0.4038, lr_0 = 1.0000e-03
Loss = 1.7209e-01, PNorm = 58.3505, GNorm = 0.6283, lr_0 = 1.0000e-03
Loss = 1.8587e-01, PNorm = 59.9007, GNorm = 0.5906, lr_0 = 1.0000e-03
Loss = 1.8388e-01, PNorm = 58.3615, GNorm = 0.3655, lr_0 = 1.0000e-03
Loss = 1.6420e-01, PNorm = 59.9108, GNorm = 0.4433, lr_0 = 1.0000e-03
Loss = 1.9737e-01, PNorm = 58.3727, GNorm = 1.0553, lr_0 = 1.0000e-03
Loss = 1.6298e-01, PNorm = 59.9210, GNorm = 0.6158, lr_0 = 1.0000e-03
Loss = 1.6963e-01, PNorm = 58.3835, GNorm = 0.3891, lr_0 = 1.0000e-03
Loss = 1.5741e-01, PNorm = 59.9311, GNorm = 0.6843, lr_0 = 1.0000e-03
Loss = 1.8951e-01, PNorm = 58.3942, GNorm = 0.6558, lr_0 = 1.0000e-03
Loss = 1.7374e-01, PNorm = 59.9409, GNorm = 0.7214, lr_0 = 1.0000e-03
Loss = 1.9649e-01, PNorm = 58.4048, GNorm = 0.7041, lr_0 = 1.0000e-03
Loss = 1.6354e-01, PNorm = 59.9512, GNorm = 0.6458, lr_0 = 1.0000e-03
Loss = 1.6569e-01, PNorm = 58.4155, GNorm = 0.4316, lr_0 = 1.0000e-03
Loss = 1.6808e-01, PNorm = 59.9608, GNorm = 0.3728, lr_0 = 1.0000e-03
Loss = 1.6847e-01, PNorm = 58.4267, GNorm = 0.6128, lr_0 = 1.0000e-03
Loss = 1.8038e-01, PNorm = 59.9705, GNorm = 1.0118, lr_0 = 1.0000e-03
Loss = 2.1987e-01, PNorm = 58.4389, GNorm = 1.2336, lr_0 = 1.0000e-03
Loss = 1.7941e-01, PNorm = 59.9807, GNorm = 0.4163, lr_0 = 1.0000e-03
Loss = 1.7207e-01, PNorm = 58.4513, GNorm = 0.4379, lr_0 = 1.0000e-03
Loss = 2.1915e-01, PNorm = 59.9905, GNorm = 0.9162, lr_0 = 1.0000e-03
Loss = 2.2400e-01, PNorm = 58.4624, GNorm = 1.7165, lr_0 = 1.0000e-03
Loss = 1.5906e-01, PNorm = 60.0001, GNorm = 0.3823, lr_0 = 1.0000e-03
Loss = 1.6195e-01, PNorm = 58.4737, GNorm = 0.3975, lr_0 = 1.0000e-03
Loss = 1.8471e-01, PNorm = 60.0099, GNorm = 0.9974, lr_0 = 1.0000e-03
Loss = 2.3474e-01, PNorm = 58.4860, GNorm = 1.4278, lr_0 = 1.0000e-03
Loss = 1.7427e-01, PNorm = 60.0198, GNorm = 0.6922, lr_0 = 1.0000e-03
Loss = 2.1161e-01, PNorm = 58.4998, GNorm = 1.0827, lr_0 = 1.0000e-03
Loss = 1.6470e-01, PNorm = 60.0302, GNorm = 0.6499, lr_0 = 1.0000e-03
Loss = 2.3526e-01, PNorm = 58.5123, GNorm = 1.5058, lr_0 = 1.0000e-03
Loss = 2.1865e-01, PNorm = 60.0408, GNorm = 1.4245, lr_0 = 1.0000e-03
Loss = 2.1474e-01, PNorm = 58.5242, GNorm = 1.2648, lr_0 = 1.0000e-03
Loss = 1.9198e-01, PNorm = 60.0513, GNorm = 0.3805, lr_0 = 1.0000e-03
Loss = 1.6785e-01, PNorm = 58.5364, GNorm = 0.7414, lr_0 = 1.0000e-03
Loss = 1.9900e-01, PNorm = 60.0617, GNorm = 1.8400, lr_0 = 1.0000e-03
Loss = 1.9188e-01, PNorm = 58.5494, GNorm = 1.0732, lr_0 = 1.0000e-03
Loss = 1.7516e-01, PNorm = 60.0725, GNorm = 0.9749, lr_0 = 1.0000e-03
Loss = 1.8322e-01, PNorm = 58.5625, GNorm = 0.5403, lr_0 = 1.0000e-03
Loss = 2.0272e-01, PNorm = 60.0826, GNorm = 1.4888, lr_0 = 1.0000e-03
Loss = 1.8296e-01, PNorm = 58.5746, GNorm = 0.9439, lr_0 = 1.0000e-03
Loss = 2.3674e-01, PNorm = 60.0921, GNorm = 2.0134, lr_0 = 1.0000e-03
Loss = 1.5518e-01, PNorm = 58.5863, GNorm = 0.4958, lr_0 = 1.0000e-03
Loss = 1.2706e-01, PNorm = 60.1019, GNorm = 0.8184, lr_0 = 1.0000e-03
Loss = 1.7930e-01, PNorm = 58.5979, GNorm = 0.4100, lr_0 = 1.0000e-03
Loss = 1.7890e-01, PNorm = 58.6097, GNorm = 0.4013, lr_0 = 1.0000e-03
Loss = 1.9284e-01, PNorm = 58.6222, GNorm = 0.7680, lr_0 = 1.0000e-03
Loss = 1.5991e-01, PNorm = 58.6345, GNorm = 0.3151, lr_0 = 1.0000e-03
Loss = 1.9215e-01, PNorm = 58.6460, GNorm = 0.5893, lr_0 = 1.0000e-03
Loss = 2.0469e-01, PNorm = 58.6565, GNorm = 0.7852, lr_0 = 1.0000e-03
Loss = 1.8403e-01, PNorm = 58.6670, GNorm = 0.4830, lr_0 = 1.0000e-03
Loss = 2.0231e-01, PNorm = 58.6790, GNorm = 1.1157, lr_0 = 1.0000e-03
Loss = 1.5737e-01, PNorm = 58.6911, GNorm = 0.3105, lr_0 = 1.0000e-03
Loss = 1.7646e-01, PNorm = 58.7023, GNorm = 1.1722, lr_0 = 1.0000e-03
Loss = 1.8939e-01, PNorm = 58.7130, GNorm = 0.4737, lr_0 = 1.0000e-03
Loss = 1.7249e-01, PNorm = 58.7233, GNorm = 0.3821, lr_0 = 1.0000e-03
Loss = 2.2012e-01, PNorm = 58.7340, GNorm = 1.1431, lr_0 = 1.0000e-03
Loss = 1.6379e-01, PNorm = 58.7450, GNorm = 0.6371, lr_0 = 1.0000e-03
Loss = 2.0466e-01, PNorm = 58.7557, GNorm = 0.5990, lr_0 = 1.0000e-03
Loss = 2.0512e-01, PNorm = 58.7657, GNorm = 1.2665, lr_0 = 1.0000e-03
Loss = 1.8882e-01, PNorm = 58.7762, GNorm = 0.3364, lr_0 = 1.0000e-03
Loss = 1.4755e-01, PNorm = 58.7872, GNorm = 0.6826, lr_0 = 1.0000e-03
Validation auc = 0.903571
round 0 best train auc = 0.985391 on epoch 40
round 0 best validation auc = 0.906351 on epoch 40
Epoch 43
Loss = 2.3182e-01, PNorm = 60.1121, GNorm = 2.0235, lr_0 = 1.0000e-03
Loss = 1.6865e-01, PNorm = 60.1231, GNorm = 0.5568, lr_0 = 1.0000e-03
Loss = 1.5711e-01, PNorm = 60.1341, GNorm = 0.7405, lr_0 = 1.0000e-03
Loss = 2.3396e-01, PNorm = 60.1448, GNorm = 1.9994, lr_0 = 1.0000e-03
Loss = 1.4649e-01, PNorm = 60.1557, GNorm = 0.3882, lr_0 = 1.0000e-03
Loss = 1.8671e-01, PNorm = 60.1667, GNorm = 1.5695, lr_0 = 1.0000e-03
Loss = 1.7255e-01, PNorm = 60.1782, GNorm = 1.0891, lr_0 = 1.0000e-03
Loss = 1.4313e-01, PNorm = 60.1896, GNorm = 0.4390, lr_0 = 1.0000e-03
Loss = 2.3213e-01, PNorm = 60.2012, GNorm = 1.9326, lr_0 = 1.0000e-03
Loss = 1.7992e-01, PNorm = 60.2131, GNorm = 0.5796, lr_0 = 1.0000e-03
Loss = 1.5526e-01, PNorm = 60.2254, GNorm = 0.8744, lr_0 = 1.0000e-03
Loss = 2.3409e-01, PNorm = 60.2377, GNorm = 2.2003, lr_0 = 1.0000e-03
Loss = 1.9352e-01, PNorm = 60.2503, GNorm = 0.6715, lr_0 = 1.0000e-03
Loss = 2.5859e-01, PNorm = 60.2623, GNorm = 2.2939, lr_0 = 1.0000e-03
Loss = 1.3821e-01, PNorm = 60.2742, GNorm = 0.7588, lr_0 = 1.0000e-03
Loss = 2.1702e-01, PNorm = 60.2855, GNorm = 1.8585, lr_0 = 1.0000e-03
Loss = 1.6338e-01, PNorm = 60.2970, GNorm = 1.1868, lr_0 = 1.0000e-03
Loss = 1.4128e-01, PNorm = 60.3086, GNorm = 0.3872, lr_0 = 1.0000e-03
Validation auc = 0.903694
round 0 best train auc = 0.985018 on epoch 37
round 0 best validation auc = 0.903694 on epoch 37
Epoch 38
Loss = 1.8616e-01, PNorm = 60.3199, GNorm = 1.4505, lr_0 = 1.0000e-03
Loss = 1.9961e-01, PNorm = 58.7993, GNorm = 1.2842, lr_0 = 1.0000e-03
Loss = 1.7353e-01, PNorm = 58.8115, GNorm = 0.3283, lr_0 = 1.0000e-03
Loss = 1.8896e-01, PNorm = 60.3310, GNorm = 1.1561, lr_0 = 1.0000e-03
Loss = 2.0532e-01, PNorm = 58.8222, GNorm = 1.6515, lr_0 = 1.0000e-03
Loss = 1.9992e-01, PNorm = 60.3424, GNorm = 0.4983, lr_0 = 1.0000e-03
Loss = 1.9743e-01, PNorm = 58.8326, GNorm = 0.7499, lr_0 = 1.0000e-03
Loss = 2.0330e-01, PNorm = 60.3541, GNorm = 1.6617, lr_0 = 1.0000e-03
Loss = 1.8095e-01, PNorm = 58.8437, GNorm = 0.9808, lr_0 = 1.0000e-03
Loss = 1.9642e-01, PNorm = 60.3659, GNorm = 1.1104, lr_0 = 1.0000e-03
Loss = 1.8377e-01, PNorm = 58.8560, GNorm = 1.2610, lr_0 = 1.0000e-03
Loss = 1.7201e-01, PNorm = 60.3779, GNorm = 0.5268, lr_0 = 1.0000e-03
Loss = 1.7506e-01, PNorm = 58.8682, GNorm = 0.3909, lr_0 = 1.0000e-03
Loss = 2.4097e-01, PNorm = 60.3896, GNorm = 1.6199, lr_0 = 1.0000e-03
Loss = 1.9927e-01, PNorm = 58.8797, GNorm = 1.0600, lr_0 = 1.0000e-03
